# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3326818	3327165	-							B4U62_17490	348		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3326818	3327165	-	AQZ92118.1			hypothetical protein			B4U62_17490	348	115	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3327262	3328602	-							B4U62_17495	1341		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3327262	3328602	-	AQZ92119.1			cyclic amidohydrolase			B4U62_17495	1341	446	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3328777	3330372	+							B4U62_17500	1596		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3328777	3330372	+	AQZ92120.1			purine catabolism regulatory protein			B4U62_17500	1596	531	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3330517	3331866	+							B4U62_17505	1350		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3330517	3331866	+	AQZ92121.1			Uric acid permease PucJ			B4U62_17505	1350	449	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3331872	3333164	+							B4U62_17510	1293		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3331872	3333164	+	AQZ92122.1			uric acid permease PucK			B4U62_17510	1293	430	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3333177	3334661	+							B4U62_17515	1485		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3333177	3334661	+	AQZ92123.1			bifunctional 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase/factor independent urate hydroxylase			B4U62_17515	1485	494	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3334661	3335005	+							B4U62_17520	345		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3334661	3335005	+	AQZ92124.1			5-hydroxyisourate hydrolase			B4U62_17520	345	114	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3335429	3335560	+							B4U62_17525	132		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3335429	3335560	+	AQZ92125.1			sporulation protein YjcZ			B4U62_17525	132	43	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3335766	3336287	-							B4U62_17530	522		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3335766	3336287	-	AQZ92126.1			xanthine dehydrogenase subunit E			B4U62_17530	522	173	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3336278	3338515	-							B4U62_17535	2238		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3336278	3338515	-	AQZ92127.1			xanthine dehydrogenase subunit D			B4U62_17535	2238	745	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3338516	3339349	-							B4U62_17540	834		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3338516	3339349	-	AQZ92128.1			xanthine dehydrogenase subunit C			B4U62_17540	834	277	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3339346	3339963	-							B4U62_17545	618		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3339346	3339963	-	AQZ92129.1			purine catabolism protein pucB			B4U62_17545	618	205	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3339960	3340952	-							B4U62_17550	993		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3339960	3340952	-	AQZ92130.1			xanthine dehydrogenase subunit A			B4U62_17550	993	330	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3341181	3342431	-							B4U62_17555	1251		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3341181	3342431	-	AQZ92131.1			purine catabolism protein PucG			B4U62_17555	1251	416	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3342448	3343686	-							B4U62_17560	1239		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3342448	3343686	-	AQZ92132.1			Zn-dependent hydrolase			B4U62_17560	1239	412	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3344128	3344994	+							B4U62_17565	867		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3344128	3344994	+	AQZ92133.1			ribonuclease			B4U62_17565	867	288	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3345028	3346131	-							B4U62_17570	1104		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3345028	3346131	-	AQZ92134.1			ABC transporter ATP-binding protein			B4U62_17570	1104	367	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3346253	3347041	+							B4U62_17575	789		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3346253	3347041	+	AQZ93125.1			GntR family transcriptional regulator			B4U62_17575	789	262	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3347066	3347920	-							B4U62_17580	855		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3347066	3347920	-	AQZ92135.1			fructoselysine 6-kinase			B4U62_17580	855	284	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3347934	3348836	-							B4U62_17585	903		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3347934	3348836	-	AQZ92136.1			ABC transporter permease			B4U62_17585	903	300	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3348840	3349718	-							B4U62_17590	879		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3348840	3349718	-	AQZ92137.1			ABC transporter permease			B4U62_17590	879	292	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3349776	3351044	-							B4U62_17595	1269		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3349776	3351044	-	AQZ92138.1			sugar ABC transporter substrate-binding protein			B4U62_17595	1269	422	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3351125	3352111	-							B4U62_17600	987		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3351125	3352111	-	AQZ92139.1			fructosamine deglycase FrlB			B4U62_17600	987	328	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3352327	3352701	-							B4U62_17605	375		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3352327	3352701	-	AQZ92140.1			nucleotide excision repair endonuclease			B4U62_17605	375	124	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3352804	3353922	-							B4U62_17610	1119		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3352804	3353922	-	AQZ92141.1			oxidoreductase			B4U62_17610	1119	372	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3354081	3354227	+							B4U62_17615	147		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3354081	3354227	+	AQZ92142.1			small, acid-soluble spore protein G			B4U62_17615	147	48	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3354227	3354502	+							B4U62_17620	276		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3354227	3354502	+	AQZ92143.1			hypothetical protein			B4U62_17620	276	91	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3354566	3354949	-							B4U62_17625	384		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3354566	3354949	-	AQZ92144.1			glyoxalase			B4U62_17625	384	127	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3355060	3355338	-							B4U62_17630	279		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3355060	3355338	-	AQZ92145.1			transcriptional regulator			B4U62_17630	279	92	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3355608	3357005	-							B4U62_17635	1398		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3355608	3357005	-	AQZ92146.1			Fe-S cluster assembly protein SufB			B4U62_17635	1398	465	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3357026	3357469	-							B4U62_17640	444		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3357026	3357469	-	AQZ92147.1			iron-sulfur cluster assembly scaffold protein NifU			B4U62_17640	444	147	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3357459	3358679	-							B4U62_17645	1221		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3357459	3358679	-	AQZ92148.1			cysteine desulfurase SufS			B4U62_17645	1221	406	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3358679	3359992	-							B4U62_17650	1314		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3358679	3359992	-	AQZ92149.1			Fe-S cluster assembly protein SufD			B4U62_17650	1314	437	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3360010	3360795	-							B4U62_17655	786		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3360010	3360795	-	AQZ92150.1			ABC transporter ATP-binding protein			B4U62_17655	786	261	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3360829	3361026	-							B4U62_17660	198		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3360829	3361026	-	AQZ92151.1			hypothetical protein			B4U62_17660	198	65	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3360989	3361126	-							B4U62_17665	138		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3360989	3361126	-	AQZ92152.1			hypothetical protein			B4U62_17665	138	45	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3361320	3361697	-							B4U62_17670	378		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3361320	3361697	-	AQZ92153.1			hypothetical protein			B4U62_17670	378	125	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3361782	3362606	-							B4U62_17675	825		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3361782	3362606	-	AQZ92154.1			methionine-binding lipoprotein MetQ			B4U62_17675	825	274	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3362620	3363288	-							B4U62_17680	669		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3362620	3363288	-	AQZ92155.1			methionine import system permease MetP			B4U62_17680	669	222	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3363281	3364306	-							B4U62_17685	1026		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3363281	3364306	-	AQZ92156.1			methionine import ATP-binding protein MetN			B4U62_17685	1026	341	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3364633	3364977	-							B4U62_17690	345		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3364633	3364977	-	AQZ92157.1			hypothetical protein			B4U62_17690	345	114	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3365084	3365404	-							B4U62_17695	321		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3365084	3365404	-	AQZ92158.1			thiol reductase thioredoxin			B4U62_17695	321	106	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3365406	3365846	-							B4U62_17700	441		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3365406	3365846	-	AQZ92159.1			hypothetical protein			B4U62_17700	441	146	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3365846	3366082	-							B4U62_17705	237		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3365846	3366082	-	AQZ92160.1			hypothetical protein			B4U62_17705	237	78	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3366138	3366521	-							B4U62_17710	384		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3366138	3366521	-	AQZ92161.1			glycine cleavage system protein H			B4U62_17710	384	127	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3366588	3366944	-							B4U62_17715	357		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3366588	3366944	-	AQZ92162.1			hypothetical protein			B4U62_17715	357	118	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3367055	3368839	-							B4U62_17720	1785		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3367055	3368839	-	AQZ92163.1			acyl-CoA dehydrogenase			B4U62_17720	1785	594	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3368854	3370029	-							B4U62_17725	1176		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3368854	3370029	-	AQZ92164.1			3-ketoacyl-CoA thiolase			B4U62_17725	1176	391	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3370040	3372487	-							B4U62_17730	2448		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3370040	3372487	-	AQZ92165.1			enoyl-CoA hydratase			B4U62_17730	2448	815	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3372584	3372730	+							B4U62_17735	147		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3372584	3372730	+	AQZ92166.1			hypothetical protein			B4U62_17735	147	48	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3372755	3373663	-							B4U62_17740	909		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3372755	3373663	-	AQZ92167.1			Proline dehydrogenase 1			B4U62_17740	909	302	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3373758	3374003	+							B4U62_17745	246		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3373758	3374003	+	AQZ92168.1			hypothetical protein			B4U62_17745	246	81	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3374016	3374348	+							B4U62_17750	333		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3374016	3374348	+	AQZ92169.1			spore coat protein			B4U62_17750	333	110	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3374507	3374974	+							B4U62_17755	468		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3374507	3374974	+	AQZ92170.1			MarR family transcriptional regulator			B4U62_17755	468	155	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3374971	3376596	+							B4U62_17760	1626		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3374971	3376596	+	AQZ92171.1			MFS transporter			B4U62_17760	1626	541	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3376632	3377015	-							B4U62_17765	384		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3376632	3377015	-	AQZ92172.1			tautomerase			B4U62_17765	384	127	
gene	pseudogene	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3377034	3377774	-							B4U62_17770	741		pseudo
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3377034	3377774	-				3-ketoacyl-ACP reductase			B4U62_17770	741		pseudo
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3377908	3378795	+							B4U62_17775	888		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3377908	3378795	+	AQZ92173.1			LysR family transcriptional regulator			B4U62_17775	888	295	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3378815	3379102	-							B4U62_17780	288		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3378815	3379102	-	AQZ92174.1			hypothetical protein			B4U62_17780	288	95	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3379127	3379954	-							B4U62_17785	828		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3379127	3379954	-	AQZ92175.1			siderophore transport system ATP-binding protein YusV			B4U62_17785	828	275	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3380172	3380609	-							B4U62_17790	438		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3380172	3380609	-	AQZ92176.1			hypothetical protein			B4U62_17790	438	145	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3380719	3382221	-							B4U62_17795	1503		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3380719	3382221	-	AQZ92177.1			oligoendopeptidase			B4U62_17795	1503	500	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3382218	3382514	-							B4U62_17800	297		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3382218	3382514	-	AQZ92178.1			hypothetical protein			B4U62_17800	297	98	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3382648	3383490	+							B4U62_17805	843		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3382648	3383490	+	AQZ92179.1			short-chain dehydrogenase/reductase			B4U62_17805	843	280	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3383580	3384041	+							B4U62_17810	462		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3383580	3384041	+	AQZ92180.1			DNA starvation/stationary phase protection protein			B4U62_17810	462	153	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3384085	3385461	-							B4U62_17815	1377		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3384085	3385461	-	AQZ92181.1			serine protease Do			B4U62_17815	1377	458	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3385739	3386416	+							B4U62_17820	678		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3385739	3386416	+	AQZ92182.1			DNA-binding response regulator			B4U62_17820	678	225	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3386413	3387768	+							B4U62_17825	1356		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3386413	3387768	+	AQZ92183.1			two-component sensor histidine kinase			B4U62_17825	1356	451	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3387796	3387960	-							B4U62_17830	165		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3387796	3387960	-	AQZ92184.1			hypothetical protein			B4U62_17830	165	54	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3388128	3389003	+							B4U62_17835	876		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3388128	3389003	+	AQZ92185.1			TetR family transcriptional regulator			B4U62_17835	876	291	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3389039	3390427	-							B4U62_17840	1389		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3389039	3390427	-	AQZ92186.1			class II fumarate hydratase			B4U62_17840	1389	462	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3390494	3390679	-							B4U62_17845	186		
CDS		GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3390494	3390679	-	AQZ92187.1			hypothetical protein			B4U62_17845	186	61	
gene	protein_coding	GCA_002055965.1	Primary Assembly	chromosome		CP020102.1	3390797	3392245	+							B4U62_17850	1449		
